,yorum,positivity
5148,arkadaslar kotulemis ama 15 liraya urunu disarda alamazsiniz alirim diyen yalan soyler kullanisli guzel urun kaliteli isteyen 100 liraya alabilir begendin tavsiye ederim,1
5149,urun tam kapatmiyor ekrani kenarlarinda bosluk kaliyor biraz o kavislerden olabilir disinda kargoya hemen veriliyor yapistirmasi gayet kolay hava birakmiyor,1
5150,urun guzel tesekkurler,1
5151,urun gayet guzel tesekkurler hizli kargo tesekkur ederim ,1
5152,guzel tam anlatildigi urun,1
5153,ayni urunden 2 kez aldim memnunum tavsiye ederim ,1
5154,7 plus almistim temper cam diyordu ancak kalitesiz 1gun kullanamadim kirildi,1
5155,fiyatina gore gayet guzel dikkatlice yapistirirsaniz sorun yok tam oturuyo,1
5156,urun guzel begendim,1
5157,urunu ikinci alisim paketlenmesi urun kalitesi cidden anlatildigi 2 ci tercihim de mahcup etmedikleri tesekkur ederim evelde aldim uygun fiyata kaliteli urun ,1
5158,oncelikle kirilmaz cam olarak soyleniliyor fakat gelen urun cam degil degisik plastik cam bisey gelen urun ekranin tamamini kapatmiyor buda kavisli koselerden kalite olarak gayet guzel kullanisli fakat montajini iyi yapmak lazim eger tam oturtursaniz kesinlikle begenirsiniz disarda seffaf olarak taktiginiz 10 liralik urun almanizi tavsiye ederim urun kalitesi guzel hava yapmiyor sadece montajda dikkat etmelisiniz kullandim gayet memnun kaldim tavsiye ederim gzel numara,1
5159,sol ust kosede biraz altinda kiriklik urun tam oturdu ipone 6 cok begendim begendim,1
5160,urunu begendim telefona tam uyumlu paketleme ozenli yapilmis ,1
5161,2 tane aldim birini kullanmis oldum memnun kalmadigim digerini acmadan geri iade edecektim sehir disinda oldugum yetistiremedim site otomatik onaylamis kesinlikle yapilan yorumlara kanmayin diyorum urun telefonu tam kapatmiyor yarim santim kucuk kaliyor buda kalitesiz gosterip asiri rahatsizlik veriyor olumlu yorumlara aldanip paranizi cope atmak istemezsiniz herhalde ,1
5162,guzel urun tavsiye ederim l phone kirilmaz cam beyaz,1
5163,telefonda sanki ekran koruyucu yokmus goruntu sagladi hissiyat guzel biraz parmak izi birakiyor genel olarak urunden kargo islemlerinden memnun kaldim ,1
5164,tavsiye ederim iyi,1
5165,urun kalitesi dusuk 1-2 gun kendiliginden catliyor kirilmaz cam 5d vs hikaye paraniz cope gider Â ,1
5166,esim kendim 2 adet iphone 7 uyumlu ekran koruyucu cam aldim hicbir darbeye naruz kalmadan 1 gun ikisi ayni noktadan sol alt kose catladi firma direkt kullanici hatasi dedi kullanici olarak saticidan alisveris yaptigim hatali oldugumu kabul ediyorum urunu tavsiye etmiyorum,1
5167,yorumlara aldanarak aldim memnunmus ama 4 kenardan 2ser milim ufak neredeyse yarim santim kucuk ekran kenarlari acik onceden 2 ayri yerden aldigim ayni urun tam kapatiyordu maalesef hayal kirikligina ugradim 1-2mm olsa takilmam seylere ama baya aciklik 2 adet aldim digerini iade edecegim memnun kalmadigimi belirtmek zorundayim ,1
5168,harika helal olsun durust ticaret yapana,1
5169,tam ekran sadece biraz ince fiyata kaliteğğ»,1
5170,urun guzel magaza hizli kargo ozenli paketleme tesekkurler,1
5171,kendim yapabildigm mutluyum,1
5172,arkadaslar urun gercekten iyi fiyata bence bedava iphone 7 plus aldim tam uydu tane alacagim âºï¸,1
5173,urun bahsedildigi degil di siyah siparis ettim beyaz gonderdiler iletisim sekil mumkun degil,1
5174,good product but not very well,1
5175,3 tane aldim gayet memnun kaldim fiyata gore kaliteli ,1
5176,iyi urun saglam gorunumlu ince camlara benzemiyor ,1
5177,urunu tavsiye ederim telefonum yeterli almistim Â ,1
5178,urun kargo tarafindan geri gonderilmis begendim ilk urunum sorunlu geldi iletisime gecince yenisini yolladilar guvenebilirisniz ilgili satici,1
5179,urun gayet guzel iyi paketlenmis fakat kucuk bi cizigi ama fiyata gore gayet uygun bence tesekkur ederim,1
5180,kaliteli urundu hizli sekilde elime ulasti,1
5181,urun elime ulastigi taktim herhangi sikinti cizik kirik catlak dokunmatiginde vs sorun yok kargosu guvenli sekilde paketlenmis tavsiye ederim gonul rahatligiyla alabilirsiniz ,1
5182,harika uyumlu kirigi yamugu ozuru yok tabiri caizse cuk oturdu,1
5183,urun guzel paketlenmesine ragmen catlak olarak geldi magaza iletisime gectim eski urunu cope atmami yeni urun cikisi olacagini soylediler tekrardan yolladilar sag olsunlar urun guzel bekledigim tam koruma dusunmeden alin 2 ekran cami o ugrasiniz yeter super bi kargolama camlar super otesi kaliteli memnun kaldim saolun ğ,1
5184,ideal urun takarken dustu kirildi allahtan 2 tane yollamislar,1
5185,iphone 6 tam uyumlu yapistirmasini becerebildim kenr bosluklari gayet guzel tavsiye ederim fiyat performans tam not bence,1
5186,urun guzel tarafi kapliyo,1
5187,urun standartlarin altinda ekran kenarlari acik kaldi gozumle gormedgim urun almam,1
5188,urunun aciklamalarinda tam kaplayan cam yaziyor fakat tamamen kaplamiyor iphone 7 aldim cam kavisli yerleri kaplayacak buyuk degil guzel tam oldu kaliteli,1
5189,elinize aldiginizda kaliteyi fark ediyorsunzu olumsuz yorumlar vardi kargom gelmeden bakmistim ama problem olmadi memnun mutluyum ucuza kaliteli bisey aldigim ğ,1
5190,gercekten paraya iyisi beklentimin ustunde,1
5191,mukemmel kalitede tavsiye ederim super,1
5192,urun dogru montajini yaptim iz birakmadi hava kabacigi birakmadi arkadaslar yapamamis olabilir duzgun yaparsaniz olur bagli urune laf yok ,1
5193,urun iyi ikinci siparisim hizli kargo paketleme guzel tsklsr,1
5194,urun taktigindan dar idare eder ,1
5195,urun guzel ancak toz kaptirmadan yapmak gercekten kolay degil anda mahvolabiliyor,1
5196,begendim guzel kullanisli urun,1
5197,urun gercekten kaliteli tesekkurler ,1
5198,kenarlari tam oval olmasa kalin degil yapismasinda sikinti yoktu ,1
5199,urunu ekrana taktiginiz anda kabarciklar olusuyor direk cope attim baska saticidan yenisini alip taktim fikrim urunu almak paranizi cope atmaktir ,1
5200,urun ekrani tam kaplamiyor,1
5201,sanildigindan kaliteli,1
5202,seffaf 10 liralik camlardan tek farki renkli olmasi,1
5203,elime ulasti guzel sip oturdu memnun kaldim tavsiye ederim begendim elime ulasti guzel sip oturdu memnun kaldim tavsiye ederim,1
5204,ayni urun farkli fiyat ,1
5205,telefonun yan kenalari al tarafinda bosluk birakiyor iyi kaplamiyor tarz urunleri iyisi telefoncudan gorup almak ,1
5206,vallahi ilk defa yorum yapiyorum efsane hizli kargo geldi gelince sasirdim beklemiyordum urun gayet basarili 10 uzerinden 10,1
5207,fiyat performans urunu fiyatina fazlasiyla deger tavsiye ederm urun mukemmel kavis kisimlari iyi tam oturdu ekrana paket ozenle hazirlanmis korunmustur tesekkurler urun anlatildigi gibiydi urun kaliteli tam oturdu,1
5208,sadece fiyati uygun,1
5209,urun gayet kaliteli kenarlara tam oturuyor kavisli kesinlikle tavsiye ederim,1
5210,urun gayet kaliteli kenarlara tam oturuyor kavisli kesinlikle tavsiye ederim,1
5211,urunu begendim gayet guzel ekrana tam oturdu gonul rahatligiyla siparis verenilirsiniz,1
5212,urunum 2 hafta siparis verileli halen gelmedi iletisime gectigimde gonderceklerini soylediler ama sorumsuz magaza yerinizde olsam siparis vermem paramda haram zikkim olsun ,1
5213,anlatildigi gibiydi ,1
5214,taktigim gun telefonu dusurdum faydasini gordum olmasaydi ekran gutmistiğ cam ekran koruyucu plastik degil,1
5215,urun kalitesi guzel ancak urunu iphone8 plus telefonuma uyguladigimda sag hemde sol tarafta bi iki milimlik olcude ekrani daraltiyor uygulamayi gayet duzgun yaptim ama dedigim sagda hemde solda 1-2 mm lik ekrani kapatma durumu soz konusu,1
5216,urun guzel iki defadir aliyorum ,1
5217,f p urunu vasattan biraz iyi,1
5218,urun saglam hizli geldi kalitesi guzel tavsiye ederim tesekkurler ,1
5219,8plus ekran koruyucu istemis olmama ragmen 8 ekran koruyucu gondermisler elinizde gondermeyiniz ,1
5220,7 plus istedim 6 s kilifi gonderdiniz,1
5221,hizli ozenli kargo kaliteli urun urun gercekten kaliteli piyasada belirsiz urunlerle karistirmayiniz magazaya tesekkur ediyorum guvenle alisveris yapabilirsiniz begendim urun guzel tavsiye ederim tesekkurler hersey k argonda hizli tavsiye ederim,1
5222,bhufhkmvgklnvfhlbcjlnvjlnjl,1
5223,oughncgjgkmbvnpllkv,1
5224,hizli kaliteli guzel urun tavsiye ederim memnun kaldim urunzamaninda bekledigim kaliteli urun geldi tesekkur ederim ,1
5225,begendim gayet guzel oldu sorun olursa direkt ilgileniyorlar ğğ,1
5226,tesekkurler paket ozenli teslim suresi iyiydi fiyati makul urun fiyatina gore iyiydi kenarlardan yarim milim bosluk kalsada orjinal aldigimdada ayni durum sozkonusuydu ,1
5227,urun gayet kaliteli hizli kargo tesekkurler yildir internet ten kilif kirilmaz cam siparis veririm zaman guzeldi sefer sira disi guzellikte tam istedigim urun kalitesinden ote,1
5228,iyi guzel idare,1
5229,urun paketinde montaj toz alan bant cikmadi toz noktalarini cekemedim cam fena degil,1
5230,urun oldukca kalitesiz koselerinden hemen parcalanmaya basladi ,1
5231,urun guzel yalniz surat kargo sinifta kaldi evime geldiklerini soyluyorlar ama gelmediler aramadilar gidip subeden aldim,1
5232,urun f p olarak gayet iyi hassasiyet guzel ama yanlardan mmâlik bosluk oluyor o kilif kullaninca pek rahatsiz etmiyor parmak izi birakmiyor fiyata telefoncularda taktiramazsiniz ayni urunu telefomcular 40-50 lira istiyor takma parasiyla ,1
5233,kaliteli urun hosuma gitti duzgun satici,1
5234,guzel fena degilmis urun tam uyumluğğ,1
5235,urun super anlatildigi 15 liraya urun bedava gozunuz kapali alin disarda 50 tl vermeye gerek yok,1
5236,guzel urun telefonuma tam uydu,1
5237,urun anlatildigi onemlisi sorulara hizli donusler alabildim tesekkurler ,1
5238,ayni urunu telefoncular 100 tl ye takiyor burdan 14 90 tl ye kargo dahil aldim urun iphone 7 plus cuk oturdu saygilar,1
5239,hizli gonderi magza guzel tesekkur ediyorum,1
5240,normal cam filmi cikarip filmi kullaninca yeni telefon kullaniyor hissediyoprsunuz iki taraftan yarim mm daraiyor ekran geldi parmak izi konusu basarili 2 gundur kullaniyorum ekrani silmedim an iz yok kilif kullandigim kenarlarda bosluk yok tavsiye ederim ,1
5241,hizli kargolandi ozenle paketlenmis urun guzel tesekkurler,1
5242,urun gercekten guzel fiyat olarak iyi,1
5243,siteden aldigim kaliteli 5 d cam tavsiye ederim,1
5244,urun mukemmel otesi kesinlikle iz birakmiyor mutlu etti harika urun hizli teslimat tesekkurler guvenli paketlenmis ,1
5245,urunu tereddut ederek aldim ama gercekten kaliteli 9d ozenle kargolanmis sekilde geldi tesekkur ederim,1
5246,tam kaplamasi gereken telefonu yarim kapladi baktim 8 uygun olan degilmis pahali degil ucuz ama keske olmayan urunun benzer seyleri yollamasaniz,1
5247,aldigim kaliteli cam kesinlikle tavsiye ederim ,1
5248,urun anlatildigi guzel ozelligi parmak izi yok kurtulduk o dertten magaza hizli gonderdiler tesekkurler,1
5249,asiri kotu almayin ekrani tam kapladigi yok guzel begendim,1
5250,urun ihtiyacinizi fazlasi karsilayacaktir telefonuna tam oldu iz birakmiyor,1
5251,kalitesi yuksek korumasi yuksek sanki ekran koruyucu yokmus telefonda direk orijinal ekran varmi duruyor hayalet ozellikle siyah telefonda siyah cami tercih edin harika ,1
5252,aldigima alacagima pisman oldum arkadaslar 2 tane aldim 7 plus 6plus kenarlarinda bosluk ikisininde catlak kamera bosluklari yok cam direk kameranin onune geliyor flulastryr 1 tl etmez aldigim geri cikardim,1
5253,urun kenarlarinda bosluk kaldi ust tarafinda catlak vardi alacak arkadaslara kesinlikle tavsiye etmiyorum alirken kez dusunun ,1
5254,ucuncu kez siparis ediyorum urun gorsellerde gorundugu gibidir saglam kaliteli ,1
5255,gayet kullanisli dokunmatik calisiyor engel olmadi komple kapladi gayet sik duruyor,1
5256,telefoncudan alinan urun aynisi farki fiyati uygulama kolay,1
5257,almayin arkadaslar beyaz dedigim halde siyah gonderdiler gormuyorlar sectigimizi gondermiceksiniz oraya kafamiza gore gondercez yazin dalga geciyorsunuz geri iade yapmicam ama magazadan alisveris yapmayin n11 e yazdik iade edin diyor isimiz gucumuz yok iadeyle ugrascaz magaza gonderirken skinti yok ama gelince iade yapacaginiz is is degil ,1
5258,ekrani tamamen kaplamiyor o beklentide olmayin ama idare eder urun,1
5259,urunun kavisli oldugu tamamen kapattigini dusunuyorsaniz hayal olur guzel urun ama kenarlarda bosluk is gorur fiyati diyebilirim ,1
5260,acikcasi pek umudum yoktu kalitesinden ama fiyatina gore iyi urun 50âºâye satilan bazilarindan bile kaliteli cekinmeden alabilirsiniz ğğ» superdi urun muhtesem hizli teslimat,1
5261,3 boyutlu ilk kez kullaniyorum basarili satici hizli gonderi ,1
5262,tam f p urunu iphone 7 plus a tam uydu ,1
5263,hizli guvenli tesekkur ederim,1
5264,urun fotolardaki 7 plus a tam uyfu fakat kamera kisminda baloncuk yapiyor netligi etkiliyor kez dernememe ragmen turlu tam yapistiramadim urunle benimle alakalidir bilmiyorum fakat kamera kismi turlu baloncugu gideremedim begendim fiyata harika ayni urunu telefoncu kampanya yapmis 50 lira satiyordu 5 lira indirmedi iyiki indirmemis arastirdim ucuz satis yorumlarindan tercih ettim iyiki almisim,1
5265,urun anlatilfigi geldi,1
5266,2 kati fiyata olani cope attim hava kabarcigi oturmamasindan ucuz kaliteli dusunmeden alabilirsiniz kullanmadim yedekte dursun aldim fakat kaliteli urune benziyor,1
5267,urunu begendim xs max aldim cercevede bosluk kaliyor paketlenmesi uygundu urun hizli sekilde kargolandi ,1
5268,uzerinde nokta nokta hatalar hatali olan yerlerde potluk yapti,1
5269,magza guzel aninda cevap aliyorum urunde kaliteli,1
5270,urun resimlerde goruldugu degil ekrani tam anlamiyla kaplamiyor ama resimlerde goruldugu cift kamera boslugu gereksiz buda orj replika olmadigini gosteriyor hava almiyor montaji kolay ancak ekrani tam kaplasaydi tatminkar olabilirdi urun kaliteside gecer paun alir tek sorun ekrani tam kaplamamasi ,1
5271,urunumde 2 ufak cizik haricinde bi sorun yoktu fiyatina gore gayet iyi telefonuma tam oldu ,1
5272,satici ilgili kargo hizli urun sahane 7 plus aldim cuk oturdu malzeme kaliteli luks magazalarda orijinal diyerek 100 lira vermeyin paketleme harika sonraki alis veriste gorusmek hayirli isler ,1
5273,tesekkurler herhangi sorun yasamadik kolay gelsin,1
5274,urun ilanda tam kaplama yapiyor denilmesine ragmen yanlarinda acik kaliyor oncede farkli yerlerdende almistim acik degildi alacak arkadaslar goz onunde bulundursun,1
5275,urun iphone x e tam oturdu ,1
5276,urun iyi tam anlatildigi paketleme ozenli yapilmisti konudaki ilgi ayrica tesekkur etmek isterim disarida 50tl asagi bulamazsiniz uygulamasi kolay tesekkurler kullanmadim ancak dis materyalden anlasildigi kadariyla esnekligi fiyatina gore iyi lakin biraz ince geldi fiyata normal dusunerek aldim kabul edilebilir durum sadece biraz kenarda bosluk birakti sanirim fazla kesim yapilmis olabilir biraz fazla kalite istiyorsaniz farkli modellere yonelebilirsiniz ancak fiyata gore normal buyuk tepki gostermemelisiniz anlatildigi guzel orjinal urun tesekurler,1
5277,2 siparisim tskler guzel magaza,1
5278,urunden 2 adet aldik arkadasimla birlikte sorunsuz ekrana oturdu fakat telefonuma taktigimiz ekranin koselerinde ince hava bosluklari kaldi sorun urun kaynakli kesin emin degilim ama paketleme saglamdi elime sapa saglam ulasti,1
5279,uygun fiyatli kaliteli ozenli paketleme buradan alacagim,1
5280,kargo gayet hizliydi fakat gelen urun kaliteli gozukse telefona takildiginda hava boslugu kaliyor kenarinda saticiya mesaj attigimda geri donus alamadim ,1
5281,fiyatina gore iyi iyi paketlenmis,1
5282,fiyatina gore cok cok iyi urun tesekkurler,1
5283,gidip 50-60 lira bayilmayin disarida emin olun iyi ,1
5284,urun iyiydi herkesin emegine saglik ,1
5285,ilk dusmede kirildi telefonun kirilmasindan iyidir ama belkide hassas yeriydi tam kosesi geldi guzel duruyor,1
5286,urunu tereddut ederek aldim ama gercekten kaliteli 9d ozenle kargolanmis sekilde geldi tesekkur ederim,1
5287,ufak kusuru ama cok iyi urun ,1
5288,hizli karga saglam urun,1
5289,urun hizli teslimat tesekkurler guvenli paketlenmis ,1
5290,pisman olmayacaksiniz okadar diyorum sahsen memnunum oneririm ,1
5291,kusursuz tek seferde oturdu siradan telefoncular a gidip fazladan para vermeyin dusunmeden alin ,1
5292,urun malzeme iyi fakat anlatildigi kenarlari kavisli degil ekranin kenarlarini tam kaplamiyor bide beyaz telefona siyah cam alirsaniz belli oluyor ,1
5293,urun guzel uygulamasi kolay fiyatida uygun tavsiye ederim,1
5294,iphone kullaniyorsan mutlaka alman gerek ekranini seven alsin ,1
5295,harika fevkalade urun telefonu tamamen kapatiyor baloncuk oluyor sikinti yasatiyor ,1
5296,bedava fiyata bedava,1
5297,urun kirik geldi bi an duzeltilmesini bekliyorum ,1
5298,1 gunde alanyaya teslim edildi hurun harika cikti tesekkur ederim bindan magaza favorilerimde,1
5299,urun kaliteli ucuz harika oturdu ekrana tesekkurler,1
5300,yillardir siparis veririm super magaza tavsiye ederim kotu berbat almayin,1
5301,urun anlatildigi is gorur saglam,1
5302,urun anlatildigi parasi ederi ama urunun paketi oz verili sarilmis anlastigi mng kargo kargocudur ucretsiz olan siparisimden 5 tl istemistir sizinde basiniz gelebilir vermeyin ucretsiz kargo yaziyor bilginize urun 2 verdim,1
5303,urun gayet guzel hizli geldi ekranin ustundeki siyah kisim kirilmisti yeni ekrana para vermek istemedim koruyucu tamamen kapatti bisey kalmadi keske alsaymisim,1
5304,tam kaplamiyor begenmedim ,1
5305,tam kaplamiyor begenmedim ,1
5306,tam kapatiyor kenarlari kavisli guzel yapisiyor 7 plus secince fiyat pahali oluyor tavsiyem 7 plus alacaksaniz 8 plus secin kÃ¢ra gecin 7 8 plus ikisi ayni ,1
5307,siyah olarak verdigim siparis beyaz geldi urunu degisim geri gonderdim fakat gelisme yok bekliyorum bakalim 50 liralik ekran koruyucu taktirmistim kaliteli degildi arkadaslar ucuz kaliteli iphone 7 yi tam kapatiyor kesinlikle oneririm,1
5308,telefonum 8plus iyi oldu memnunum ayni urunu telefoncu 60 tl ye takmisti kaziklanmisim fiyatina gore iyi,1
5309,urunu begendim piyasada 50 tl olan urunle ayni begendim urunu digerlerine gore hosuma gitti duzgun takamasam isime yariyor,1
5310,urun gercekten kaliteli gorunuyor sonradan hava almaz guzel urun,1
5311,urunu begenmedim yapiskan tarafinda ufak leke vardi cikarayim derken berbat oldu cope attim yapacak bisey yok gidin 30 lira verin telefoncu taktirin,1
5312,siyah istememe ragmen beyaz geldi zor olmamaliydi siyah istedim sadece siyah siyah black black siyah,1
5313,mng kargo dandik kargo yok sanirim evde oldugum halde geldik bulamadik gelin kargonuzu alin deniyor yalanin boylesi tam kaplama degil yanlardan aciklik bilginize ,1
5314,urun 2 gun elime ulasti paketleme kargo konusunda cok iyi yalniz urun tam kaplamiyor koselerinde aciklik kaldi kavis ozelligi yok ama fiyat konusunda piyasada 20 30 tl ye satilan ekran koruyuculardan kat kat iyidir ,1
5315,disarda ayni kaplamayi 40-50 tlâye yapiyorlar tesekkur ederim,1
5316,iphone 6â 3d ekran kullandim 9d yaziyo ekrani tam kaplamiyo ,1
5317,urun abartildi yorumlarda anlamis degilim urun ince sanirim dusmelere karsi degil ama cizilmesini engelleyebilir yorumda islak mendiller buyuktu yazmis sanirim ironi yapti ğ boyutunun fotosunu attim buraya fiyatina gore degerlendireceksek eger dunya para verip telefon aliyoruz 50 tl 100 tl hesabi yapmadan dogru durust ekran korucu almak lazim bence kirilana cikartmam ama umarim telefonumun ekrani zarar gormez yaniliyorum ,1
5318,urunler harbiden kaliteli aldiginiz zaman goreceksiniz icinize sinecek oyl sagda solda bulunan dandik ekran koruyuculardan degil gercekten memnun kaldim tesekkurler ilginiz alakaniz urunler kaliteli telefona tam uyumlu ,1
5319,urun beklentilerimin ustunde montaji kolay telefona tam oturdu,1
5320,fatura fis kesmemesi uzucu,1
5321,urun tam bekledigim cikti tavsiye ediyorum urun fiyat kalite acisindan iyi,1
5322,kalitesi yuksek korumasi yuksek sanki ekran koruyucu yokmus telefonda direk orijinal ekran varmi duruyor hayalet ozellikle siyah telefonda siyah cami tercih edin harika ,1
5323,urun sanki ekranmis ustunde cam oldugu belli olmuyor kesinlike alabileceginiz kaliteli urun sitede 4 uncu alisim magaza nin sattigindan memnun kaldim begendim tavsiye ederim ,1
5324,urun iyi fakat surat kargoyla calistiklari tavsiye etmiyorum,1
5325,urun anlatildigi paketleme iyi kargo makul surede ulasti ekran filmi iphone 8 gayet guzel oturdu kendim taktim ,1
5326,tesekkurler tesekkurler,1
5327,tesekkurler tesekkurler,1
5328,komple kaplama basarili yalniz dikkatli takmak gerekiyor ,1
5329,telefoncularda min 50 liraya satilan urunlerden kaliteli icinden cikan islak mendille ilk agzimi elimi ayakkabimi sildim o buyuk islakti ,1
5330,magaza hizli kargo beter,1
5331,urun kaliteli ucuz harika oturdu ekrana tesekkurler,1
5332,kargonuzdan memnun degilim urunu elime ulastirmadan kaybettiler elime bile alamadim sorumsuz insanlarla calisiyorsunuz,1
5333,mukemmel harika otesi,1
5334,ØªÙ Ø¥Ø±Ø³Ø§Ù Ø§ÙØ·ÙØ¨ Ø¹Ù Ø·Ø±ÙÙ surat kargo ÙØ§ÙÙÙÙÙÙ Ø¨ØªÙØµÙÙ Ø§ÙØ·ÙØ¨ ÙÙØ§ÙØ®Ø¨Ø±ÙÙ Ø§ÙØ²Ø¨ÙÙ Ø¨Ø§ÙÙØ¬Ø¦ ÙØ£Ø®Ø° Ø§ÙØ·ÙØ¨ ÙØ¨Ø¹Ø¯ÙÙ ÙØ±Ø¬Ø¹ÙÙ,1
5335,urun gercekten guzel tavsiye ediyorum begendim durustluk ozveri memnuniyetim tam,1
5336,hizli kargo basarili satici piyasadan ucuza aldim teskrlr,1
5337,begendim fiyat performans guzel,1
5338,guzelmve sorunsuz yapisti,1
5339,urun kalitelidir tafsiye ederim,1
5340,tesekkurler bekledigim gibiydi paketleme guzel begendim,1
5341,guzel urun kargo zamaninda geldi fiyati iyi,1
5342,tam uyumlu kenarlar bosluk kalmiyor,1
5343,hersey yerinde tam oturakli dusunmeden alin fiyata bulamazsiniz ,1
5344,toptancimda 24lira olan urunu magazadan 15âº ye aldim gayet guzel kalibi iyi,1
5345,anlatildigi begendim,1
5346,hemen gonderiler,1
5347,urun gayet guzel paketlenmisti taktirdigim kirilmaz cama gore biraz ince ama urun fiyatina gore guzel tesekkur ederim,1
5348,kenarlarda ufakda olsa bosluk kaliyor idare eder ,1
5349,urun kaliteli fakat ekrani tamamen kaplamiyor kenarlar kisa kaliyor,1
5350,urun kaliteli fakat ekrani tamamen kaplamiyor kenarlar kisa kaliyor,1
5351,fakat surat kargo berbat eksik yildiz kargodqn umarim o firma calismazsiniz tekrar,1
5352,tesekkgrler urun istedigim gibiydi,1
5353,kusursuz tek seferde oturdu siradan telefoncular a gidip fazladan para vermeyin dusunmeden alin ,1
5354,iyi urun uykun,1
5355,kaliteli urun hatasiz ,1
5356,anlatildigi degil urun 8 plus in ekranini tam kaplamadi kucuk geldi ,1
5357,ozenli paketliydi fiyati piyasanin altinda ğ oncede urun basligi altinda 3 defa almistim fakat ekrani tam olarak kapliyordu fakat ayni urun 3 adet aldim 3 boyutlu degil ekrani tam kaplamiyor kenarda bosluklar kaliyor yazik oldu,1
5358,urun gayet guzel telefoncularda 40 - 50 tl takilan urunlerin aynisi dusunmeden alabilirsiniz tesekkurler bisey kucuk ama guzel kaygan ince,1
5359,fiatina gore super urun guvenle alabilirsiniz3 alisim begendim guzel urun,1
5360,urun gayet guzel fiyati uygun dayaniksiz sosyete pazarinda satilan urun para bosa gitti valla yazik,1
5361,komple kapatmiyor kenarlari beyaz beyaz kaldi yildir internet ten kilif kirilmaz cam siparis veririm zaman guzeldi sefer sira disi guzellikte tam istedigim urun kalitesinden ote,1
5362,guzel urun hizli kargo,1
5363,beklentimin uzerinde kalitede tavsiye ederim,1
5364,tesekkur ederim,1
5365,urun gayet yeterli kampanya fiyati guzel tesekkur ederim ,1
5366,urun bildigimiz magazalardaki pahali fiyatli ekran koruma cami hizli kargo guzel paketleme tavsiye ederim 3 kati para vermeyin alin kullanin iyi alisverisler,1
5367,guzel paketleme basarili bi sekilde elime ulasti hayirli satislar,1
5368,urun kaliteli lakin ekrani anlatildigi kenarlardan tam kaplamiyor disinda magaza urun iyi kendime almistim amcama aldim super dusunmeden alin,1
5369,valla kacinci alisim bilmiyorum syn satici kusura bakmayin taksit taksit siparis veriyom sanmayin goren begeniyo siparis istiyo kesinlikle tavsiye ederim,1
5370,guzel urun guvenilir satici tavsiye ediyorum 2âÑi siparisim,1
5371,ekranin sag sol ust kisimlari boslukta kaldi ,1
5372,urun telefonun alt kismindan yalnizca koseye kapliyor 2 yan ustten kesinlikle koseden koseye tam kaplamiyor kilifiniz kenardan ekraniniz rahat catlar yalnizca direk ekrana gelen darbelere karsi koruma saglar ,1
5373,urunun kenarlari kivrimli degil ama beklentimi karsiladi,1
5374,urun fena sayilmaz ama tam ince 3d degil kenarlarda bosluk kalmaz ins surat kargoyu degistirin istanbul teslimat 3-4 gun surermi ,1
5375,urun gayet guzel tam istedigim tavsiye ediyorum magazada 40 tl ye takilan urunlerle ayni ,1
5376,urun sunix markali geliyordu telefonumu 3 sefer ekran kirilmasindan korudu memnundum urun artik eskisi kalin degil takmadim ama onceki satilanlardan iyi olacagini dusunmuyorum,1
5377,begendim fiyata urun ok,1
5378,resmini yukluyorum kenarlarini tam kaplamiyo,1
5379,urun resimlerdeki degil kenarlarini tam kapatmiyor,1
5380,urunu 4 kez aliyorum fakat sefer hayal kirikligina ugradim gonderdikleri kaliteli urunle alakasi yok ince kenarlari tam kapamayan ekran cami geldi uzuldum acikcasi birdaha alisveris yaparmiyim mechul ,1
5381,camin kenarlarinda bosluk kaliyor urun bahsedildigi tam kapatmiyor ekrani sozde 9d fasa fiso ,1
5382,ilk taktigimda kabarciklar olustu ama 1 gun kayboldu guzel urun hizli karko,1
5383,iphone7 5 siparisim onceki kullanma deneyimlerim hemen ekrana yapisiyor baloncuk olmuyo 4 5d olanlari tavsiye etmem kalin oluyo kabarcik oluyo 3 d urunu tavsiye ederim,1
5384,hayir beklentimi karsilamadi,1
5385,tskler surekli aliyorum,1
5386,oldukca kaliteli anlatildigi begendim kaliteli tesekkurler,1
5387,orta dokunmatik tusu icerde kaliyo kalin binurun 1 haftada kenarlardan havaciklar olustu cope gitti urun ,1
5388,magazaya yorum yazayim urunu berbat,1
5389,kendim taktim guzel oldu 1 gun boyunca keyifle kullandim 2 gun cocugum elinden dusurdu kirildi cope attim ,1
5390,surekli aliyorum kaliteli urun baloncuk oldu mecburen kullaniyorum takan telefoncu urunun kaliteli olmadigini soyledi ,1
5391,urun anlatildigi saglam kaliteli gozukuyor hemde telefonun boyutlarina tam uydu ,1
5392,harika fevkalade urun telefonu tamamen kapatiyor baloncuk oluyor sikinti yasatiyor ,1
5393,urun anlatildigi gibiydi memnun kaldim saticiya tesekkur ederim ,1
5394,kesinlikle begenmedim,1
5395,urun guzel duruyor suan problem yok,1
5396,urun harika guzel olacagini dusunmemistim uygulamasi kolay piyasada 50 tl,1
5397,epey oldu kullanali memnunum tavsiye ediyorum,1
5398,merhaba urun yorumlardaki mukemmel otesi degil ekranla butunlesik ancak kilif kullanmiyorsaniz yanlardan siritiyor beklentinize bagli,1
